Wall time,Step,Value
1672403769.0591025,1,0.37869998812675476
1672403799.067394,2,0.4595000147819519
1672403828.8997512,3,0.6582000255584717
1672403858.3676426,4,0.5368000268936157
1672403887.896693,5,0.7009000182151794
1672403916.9821467,6,0.8529999852180481
1672403946.4579878,7,0.9172999858856201
1672403975.5541914,8,0.864300012588501
1672404004.8002553,9,0.7080000042915344
1672404034.3553433,10,0.7210000157356262
1672404063.992337,11,0.8755000233650208
1672404093.4334466,12,0.9243999719619751
1672404122.8941464,13,0.9527000188827515
1672404152.5793517,14,0.9386000037193298
1672404182.085206,15,0.9531999826431274
1672404211.8701768,16,0.9578999876976013
1672404242.0736814,17,0.9610000252723694
1672404271.861415,18,0.9607999920845032
1672404301.923289,19,0.9531000256538391
1672404331.884486,20,0.9613000154495239
1672404362.1609619,21,0.9613000154495239
1672404392.4384565,22,0.9553999900817871
1672404422.1317732,23,0.919700026512146
1672404452.4874306,24,0.9520000219345093
1672404482.5118728,25,0.967199981212616
1672404512.939671,26,0.9603999853134155
1672404542.6402514,27,0.9445000290870667
1672404572.6565738,28,0.9323999881744385
1672404602.379191,29,0.9144999980926514
1672404632.8095415,30,0.9648000001907349
1672404662.8733883,31,0.9722999930381775
1672404692.7922952,32,0.9721999764442444
1672404722.5720756,33,0.9733999967575073
1672404752.6486235,34,0.9750000238418579
1672404782.401342,35,0.9787999987602234
1672404812.9579768,36,0.9779999852180481
1672404842.8764355,37,0.9729999899864197
1672404873.0127647,38,0.9696999788284302
1672404902.85691,39,0.9768999814987183
1672404933.406296,40,0.9790999889373779
1672404963.2000155,41,0.9805999994277954
1672404993.516167,42,0.9763000011444092
1672405023.229559,43,0.9664999842643738
1672405053.279608,44,0.9707000255584717
1672405083.296736,45,0.9779000282287598
1672405113.3448544,46,0.9710999727249146
1672405143.2820954,47,0.9739999771118164
1672405173.611109,48,0.9603999853134155
1672405203.7846487,49,0.9761999845504761
1672405234.132803,50,0.9793999791145325
1672405264.0051236,51,0.9750999808311462
1672405294.0535738,52,0.9821000099182129
1672405323.9624481,53,0.9782000184059143
1672405354.09611,54,0.9821000099182129
1672405384.2024922,55,0.9807999730110168
1672405414.7013845,56,0.9797000288963318
1672405444.828761,57,0.9797999858856201
1672405474.8725038,58,0.9574999809265137
1672405504.8025808,59,0.9757999777793884
1672405534.8306274,60,0.9804999828338623
1672405564.7014523,61,0.979200005531311
1672405595.2013307,62,0.982200026512146
1672405625.1732252,63,0.9722999930381775
1672405655.7812276,64,0.9721999764442444
1672405685.8033588,65,0.9824000000953674
1672405715.7514765,66,0.9848999977111816
1672405745.7247217,67,0.9850000143051147
1672405775.7747912,68,0.9751999974250793
1672405805.8680348,69,0.9779000282287598
1672405836.2385802,70,0.986299991607666
1672405866.546503,71,0.9843999743461609
1672405896.3295631,72,0.9861000180244446
1672405926.2755864,73,0.9715999960899353
1672405956.443677,74,0.9624000191688538
1672405986.3827932,75,0.9819999933242798
1672406016.3524866,76,0.9745000004768372
1672406046.38775,77,0.9732999801635742
1672406076.465373,78,0.984000027179718
1672406106.5431352,79,0.9805999994277954
1672406136.4973073,80,0.9829000234603882
1672406166.4803886,81,0.9828000068664551
1672406196.7388003,82,0.9872000217437744
1672406226.7101767,83,0.9782999753952026
1672406256.740874,84,0.9453999996185303
1672406286.9983888,85,0.9801999926567078
1672406317.3536897,86,0.9815999865531921
1672406347.4491296,87,0.9850999712944031
1672406377.4380507,88,0.9830999970436096
1672406407.3657224,89,0.9751999974250793
1672406437.4030678,90,0.987500011920929
1672406467.450723,91,0.9855999946594238
1672406497.1174986,92,0.9850999712944031
1672406527.2880566,93,0.9865000247955322
1672406557.1615424,94,0.9843999743461609
1672406587.2669318,95,0.9858999848365784
1672406617.0414152,96,0.9876999855041504
1672406647.1686711,97,0.9860000014305115
1672406677.084689,98,0.9800999760627747
1672406707.0320528,99,0.984000027179718
1672406737.0489295,100,0.9847000241279602
1672406767.5451832,101,0.9851999878883362
1672406797.6553373,102,0.984499990940094
1672406827.9671311,103,0.98580002784729
1672406858.2226617,104,0.9861000180244446
1672406888.6160402,105,0.9879000186920166
1672406918.7312167,106,0.9879999756813049
1672406948.8572237,107,0.9873999953269958
1672406978.9989316,108,0.9799000024795532
1672407009.352202,109,0.988099992275238
1672407039.486399,110,0.9878000020980835
1672407069.9841247,111,0.9872000217437744
1672407099.9142077,112,0.9861999750137329
1672407130.2193582,113,0.984499990940094
1672407160.7075562,114,0.9851999878883362
1672407190.9796085,115,0.9836000204086304
1672407221.0373206,116,0.9621999859809875
1672407251.1776805,117,0.9769999980926514
1672407281.3731966,118,0.9832000136375427
1672407311.5016906,119,0.9818000197410583
1672407341.528429,120,0.9825000166893005
1672407372.1390085,121,0.984000027179718
1672407402.3873775,122,0.9843000173568726
1672407432.6095374,123,0.9839000105857849
1672407462.4848108,124,0.9835000038146973
1672407492.718702,125,0.9861999750137329
1672407522.8063982,126,0.9860000014305115
1672407553.049872,127,0.9817000031471252
1672407583.1170661,128,0.9872999787330627
1672407613.3798795,129,0.9843999743461609
1672407643.6887681,130,0.9854999780654907
1672407674.1040757,131,0.9815000295639038
1672407703.8013747,132,0.9850000143051147
1672407733.8921893,133,0.9865000247955322
1672407763.8462899,134,0.984499990940094
1672407794.2208514,135,0.9876999855041504
1672407824.139676,136,0.9837999939918518
1672407854.652939,137,0.9878000020980835
1672407884.841893,138,0.987500011920929
1672407915.0947275,139,0.9868999719619751
1672407945.0476675,140,0.9883999824523926
1672407975.232217,141,0.9853000044822693
1672408005.1768484,142,0.9886000156402588
1672408035.649896,143,0.9884999990463257
1672408065.7354426,144,0.9868999719619751
1672408096.0089867,145,0.9843000173568726
1672408126.218227,146,0.9865000247955322
1672408156.285259,147,0.9865999817848206
1672408186.3315866,148,0.9878000020980835
1672408216.7378757,149,0.9894999861717224
1672408246.9707673,150,0.9879999756813049
1672408277.0883842,151,0.9886000156402588
1672408307.0250297,152,0.9883000254631042
1672408337.2311044,153,0.989300012588501
1672408367.430022,154,0.9832000136375427
1672408397.8200972,155,0.9879000186920166
1672408427.9815335,156,0.9873999953269958
1672408458.117904,157,0.9868000149726868
1672408488.0958967,158,0.9649999737739563
1672408518.1681805,159,0.9829000234603882
1672408548.3015645,160,0.9876999855041504
1672408578.5944307,161,0.982699990272522
1672408608.3355966,162,0.9879999756813049
1672408638.6176715,163,0.98580002784729
1672408668.7724442,164,0.9902999997138977
1672408698.7722409,165,0.9883999824523926
1672408728.7988505,166,0.9890000224113464
1672408758.8866365,167,0.9894999861717224
1672408788.9484591,168,0.9891999959945679
1672408819.018388,169,0.9854000210762024
1672408849.0532115,170,0.984000027179718
1672408879.0092635,171,0.9879000186920166
1672408909.1054876,172,0.9818999767303467
1672408939.1989162,173,0.9842000007629395
1672408968.9796562,174,0.9884999990463257
1672408998.7347186,175,0.9564999938011169
1672409028.898567,176,0.9649999737739563
1672409059.1009383,177,0.9872999787330627
1672409089.2593367,178,0.9884999990463257
1672409119.556031,179,0.984000027179718
1672409149.7837508,180,0.9894999861717224
1672409179.795497,181,0.9882000088691711
1672409209.7140884,182,0.9894000291824341
1672409239.6965187,183,0.9886999726295471
1672409269.597876,184,0.9865000247955322
1672409299.6117578,185,0.9861999750137329
1672409329.789582,186,0.9894999861717224
1672409359.8215864,187,0.9890000224113464
1672409389.773671,188,0.9879999756813049
1672409419.571546,189,0.986299991607666
1672409449.7732406,190,0.9871000051498413
1672409480.2420058,191,0.9858999848365784
1672409510.3782287,192,0.989300012588501
1672409540.4300995,193,0.9833999872207642
1672409570.6199453,194,0.9887999892234802
1672409600.625491,195,0.974399983882904
1672409630.9835823,196,0.9797999858856201
1672409660.9583092,197,0.9847999811172485
1672409691.4479823,198,0.9873999953269958
1672409721.5424812,199,0.9889000058174133
1672409752.0205755,200,0.989799976348877
1672409781.623479,201,0.9850000143051147
1672409811.8132474,202,0.9861000180244446
1672409842.0480165,203,0.9872999787330627
1672409872.359325,204,0.9864000082015991
1672409902.4323912,205,0.9900000095367432
1672409932.8267407,206,0.9866999983787537
1672409962.6593533,207,0.9866999983787537
1672409993.142126,208,0.9868000149726868
1672410023.2399304,209,0.9848999977111816
1672410053.271717,210,0.9891999959945679
1672410083.2672267,211,0.9904000163078308
1672410113.6961737,212,0.9883000254631042
1672410143.8228438,213,0.9864000082015991
1672410174.066515,214,0.9904000163078308
1672410204.1771472,215,0.9876000285148621
1672410234.5577538,216,0.9901000261306763
1672410264.8921964,217,0.9914000034332275
1672410295.0496044,218,0.9883000254631042
1672410325.0356286,219,0.9871000051498413
1672410355.5835152,220,0.9865999817848206
1672410385.8729777,221,0.9883999824523926
1672410415.9339962,222,0.9848999977111816
1672410445.9278755,223,0.9894999861717224
1672410476.547988,224,0.9901999831199646
1672410506.8301702,225,0.989799976348877
1672410537.292372,226,0.9866999983787537
1672410567.0734549,227,0.9891999959945679
1672410597.7183828,228,0.9891999959945679
1672410627.810039,229,0.9872999787330627
1672410657.865355,230,0.9879000186920166
1672410687.977076,231,0.9908000230789185
1672410718.233945,232,0.9901999831199646
1672410748.2570598,233,0.987500011920929
1672410778.1257694,234,0.9904000163078308
1672410808.2005239,235,0.9886999726295471
1672410838.513122,236,0.9911999702453613
1672410868.9724877,237,0.9886000156402588
1672410899.2621915,238,0.9860000014305115
1672410929.2430663,239,0.9821000099182129
1672410959.585876,240,0.989799976348877
1672410989.5356152,241,0.9900000095367432
1672411019.7150316,242,0.9887999892234802
1672411049.9614143,243,0.9855999946594238
1672411080.5508196,244,0.9897000193595886
1672411110.7017298,245,0.987500011920929
1672411140.7915475,246,0.991599977016449
1672411170.7371526,247,0.989799976348877
1672411200.8531487,248,0.9900000095367432
1672411230.743648,249,0.9897000193595886
1672411260.8312576,250,0.9904000163078308
1672411290.5216022,251,0.9890000224113464
1672411320.6276774,252,0.988099992275238
1672411350.6863258,253,0.9721999764442444
1672411380.6567554,254,0.9872000217437744
1672411410.6589558,255,0.9887999892234802
1672411440.6655376,256,0.9908999800682068
1672411470.6480923,257,0.9858999848365784
1672411500.619415,258,0.9901000261306763
1672411530.627663,259,0.9909999966621399
1672411560.4101915,260,0.9883999824523926
1672411590.444454,261,0.9900000095367432
1672411620.5365717,262,0.9901000261306763
1672411650.348793,263,0.9909999966621399
1672411680.396555,264,0.9901999831199646
1672411710.3561895,265,0.9890999794006348
1672411740.675808,266,0.9912999868392944
1672411770.7068915,267,0.9904000163078308
1672411800.9521086,268,0.9908000230789185
1672411831.2814672,269,0.9908000230789185
1672411861.1104536,270,0.9868999719619751
1672411891.0159369,271,0.9894000291824341
1672411920.8902233,272,0.9905999898910522
1672411951.1956382,273,0.9889000058174133
1672411981.4551866,274,0.9900000095367432
1672412011.5415125,275,0.9912999868392944
1672412041.3319528,276,0.9886999726295471
1672412071.513743,277,0.9840999841690063
1672412101.7518256,278,0.9887999892234802
1672412132.2610419,279,0.9894999861717224
1672412162.038073,280,0.9908000230789185
1672412192.2181764,281,0.9894000291824341
1672412222.25828,282,0.9886999726295471
1672412253.0333424,283,0.9907000064849854
1672412283.0620866,284,0.9894999861717224
1672412313.587581,285,0.9902999997138977
1672412343.9117148,286,0.9904999732971191
1672412374.115413,287,0.989799976348877
1672412404.1311789,288,0.9901999831199646
1672412434.3207707,289,0.986299991607666
1672412464.4750457,290,0.9901999831199646
1672412494.9568777,291,0.9911999702453613
1672412525.1231894,292,0.9898999929428101
1672412555.1217055,293,0.9909999966621399
1672412585.1615422,294,0.9901000261306763
1672412615.4686766,295,0.986299991607666
1672412645.6287496,296,0.9902999997138977
1672412676.131563,297,0.9868999719619751
1672412706.3100708,298,0.9909999966621399
1672412736.737944,299,0.991599977016449
1672412766.7976587,300,0.9902999997138977
1672412797.2798233,301,0.9909999966621399
1672412827.696026,302,0.9901000261306763
1672412858.0573852,303,0.9914000034332275
1672412888.045888,304,0.9904999732971191
1672412918.5064995,305,0.9914000034332275
1672412948.498309,306,0.9886000156402588
1672412978.6109433,307,0.9897000193595886
1672413008.875474,308,0.9894999861717224
1672413039.3394325,309,0.9884999990463257
1672413069.166443,310,0.9902999997138977
1672413099.304939,311,0.9904999732971191
1672413129.2019906,312,0.9890999794006348
1672413159.1219656,313,0.991100013256073
1672413189.0531158,314,0.991100013256073
1672413219.3318634,315,0.9894000291824341
1672413249.2698,316,0.9904999732971191
1672413279.5591707,317,0.9891999959945679
1672413309.4517863,318,0.9908999800682068
1672413339.6157277,319,0.989300012588501
1672413369.4440172,320,0.9912999868392944
1672413399.6801994,321,0.989799976348877
1672413429.8475115,322,0.9904000163078308
1672413460.0736291,323,0.9902999997138977
1672413490.1049364,324,0.989799976348877
1672413520.2962675,325,0.9861000180244446
1672413544.6199367,326,0.9894000291824341
1672413572.541276,327,0.988099992275238
1672413602.8622627,328,0.991100013256073
1672413633.1367502,329,0.9912999868392944
1672413662.8897717,330,0.9853000044822693
1672413692.843023,331,0.9912999868392944
1672413722.9769075,332,0.9908999800682068
1672413753.116607,333,0.9915000200271606
1672413783.1921198,334,0.9908999800682068
