Wall time,Step,Value
1672797778.1971068,1,0.1307000070810318
1672797839.7503984,2,0.21799999475479126
1672797901.7526848,3,0.2248000055551529
1672797964.2724178,4,0.30660000443458557
1672798028.63359,5,0.3483999967575073
1672798093.5074365,6,0.35359999537467957
1672798156.2171228,7,0.40459999442100525
1672798219.119029,8,0.41659998893737793
1672798283.006639,9,0.4293999969959259
1672798347.030902,10,0.448199987411499
1672798410.755384,11,0.4805000126361847
1672798473.3842752,12,0.4578999876976013
1672798536.1492527,13,0.4657000005245209
1672798599.8164802,14,0.4853000044822693
1672798663.805447,15,0.499099999666214
1672798727.029306,16,0.46889999508857727
1672798790.3477235,17,0.4345000088214874
1672798853.3165102,18,0.4690000116825104
1672798917.063983,19,0.48089998960494995
1672798980.2124503,20,0.46059998869895935
1672799043.8209038,21,0.4796999990940094
1672799106.6627345,22,0.5252000093460083
1672799169.6374779,23,0.501800000667572
1672799233.3032346,24,0.5253000259399414
1672799297.025419,25,0.5145999789237976
1672799363.0040538,26,0.4896000027656555
1672799426.1049774,27,0.48399999737739563
1672799489.1773438,28,0.5199000239372253
1672799552.64448,29,0.5105999708175659
1672799616.0498054,30,0.5354999899864197
1672799679.7526793,31,0.5353000164031982
1672799743.0600998,32,0.5375000238418579
1672799806.044628,33,0.512499988079071
1672799869.289903,34,0.5396999716758728
1672799933.5383213,35,0.5522000193595886
1672799996.8056827,36,0.5507000088691711
1672800059.6597047,37,0.5534999966621399
1672800122.7013507,38,0.5522000193595886
1672800186.502926,39,0.5004000067710876
1672800250.2935247,40,0.5235999822616577
1672800313.8938143,41,0.5340999960899353
1672800376.8483748,42,0.5339000225067139
1672800440.0732396,43,0.5073000192642212
1672800503.2070332,44,0.5112000107765198
1672800566.6430664,45,0.5288000106811523
1672800629.4876192,46,0.5203999876976013
1672800692.5327382,47,0.5461000204086304
1672800755.6324625,48,0.5475999712944031
1672800819.2845876,49,0.5372999906539917
1672800883.0962253,50,0.5590000152587891
1672800947.2890599,51,0.5627999901771545
1672801010.2077687,52,0.5569000244140625
1672801073.3582466,53,0.5637999773025513
1672801136.9544907,54,0.5519000291824341
1672801200.7158668,55,0.5532000064849854
